date_entered,salespersond,salesperson,sales
01,2020-S09,0,0
01,2020-S10,0,0
01,2020-S11,0,3
01,2020-S12,0,26
01,2020-S13,0,43
01,2020-S14,0,30
01,2020-S15,0,20
01,2020-S16,0,1
01,2020-S17,0,2
01,2020-S18,0,0
01,2020-S19,0,0
01,2020-S20,0,2
01,2020-S21,0,0
01,2020-S22,0,1
01,2020-S23,0,0
01,2020-S24,0,0
01,2020-S25,0,0
01,2020-S26,0,4
01,2020-S27,0,0
01,2020-S28,0,2
01,2020-S29,0,0
01,2020-S30,0,0
01,2020-S31,0,0
01,2020-S32,0,2
01,2020-S33,0,6
01,2020-S34,0,17
01,2020-S35,0,30
01,2020-S36,0,70
01,2020-S37,0,88
01,2020-S38,0,109
01,2020-S39,0,128
01,2020-S40,0,117
01,2020-S41,0,88
01,2020-S42,0,60
01,2020-S43,0,37
01,2020-S44,0,41
01,2020-S45,0,31
01,2020-S46,0,25
01,2020-S47,0,5
01,2020-S48,0,6
01,2020-S49,0,6
01,2020-S50,0,6
01,2020-S51,0,6
01,2020-S52,0,4
01,2020-S53,0,3
01,2021-S01,0,7
01,2021-S02,0,15
01,2021-S03,0,11
01,2021-S04,0,7
01,2021-S05,0,14
01,2021-S06,0,15
01,2021-S07,0,21
01,2021-S08,0,22
01,2021-S09,0,18
01,2021-S10,0,32
01,2021-S11,0,26
01,2021-S12,0,32
01,2021-S13,0,34
01,2021-S14,0,54
01,2021-S15,0,75
01,2021-S16,0,73
01,2021-S17,0,92
01,2021-S18,0,52
01,2021-S19,0,49
01,2021-S20,0,58
01,2021-S21,0,41
01,2021-S22,0,50
01,2021-S23,0,27
01,2021-S24,0,26
01,2021-S25,0,25
01,2021-S26,0,43
01,2021-S27,0,26
01,2021-S28,0,35
01,2021-S29,0,49
01,2021-S30,0,104
01,2021-S31,0,196
01,2021-S32,0,396
01,2021-S33,0,420
01,2021-S34,0,373
01,2021-S35,0,269
01,2021-S36,0,129
01,2021-S37,0,99
01,2021-S38,0,50
01,2021-S39,0,30
01,2021-S40,0,20
01,2021-S41,0,22
01,2021-S42,0,12
01,2021-S43,0,8
01,2021-S44,0,16
01,2021-S45,0,19
01,2021-S46,0,11
01,2021-S47,0,8
01,2021-S48,0,12
01,2021-S49,0,5
01,2021-S50,0,12
01,2021-S51,0,14
01,2021-S52,0,20
01,2022-S01,0,76
01,2020-S09,09,0
01,2020-S10,09,0
01,2020-S11,09,0
01,2020-S12,09,0
01,2020-S13,09,0
01,2020-S14,09,0
01,2020-S15,09,0
01,2020-S16,09,0
01,2020-S17,09,0
01,2020-S18,09,0
01,2020-S19,09,0
01,2020-S20,09,0
01,2020-S21,09,0
01,2020-S22,09,0
01,2020-S23,09,0
01,2020-S24,09,0
01,2020-S25,09,0
01,2020-S26,09,0
01,2020-S27,09,0
01,2020-S28,09,0
01,2020-S29,09,0
01,2020-S30,09,0
01,2020-S31,09,0
01,2020-S32,09,0
01,2020-S33,09,0
01,2020-S34,09,0
01,2020-S35,09,1
01,2020-S36,09,2
01,2020-S37,09,0
01,2020-S38,09,0
01,2020-S39,09,3
01,2020-S40,09,2
01,2020-S41,09,2
01,2020-S42,09,6
01,2020-S43,09,1
01,2020-S44,09,1
01,2020-S45,09,1
01,2020-S46,09,1
01,2020-S47,09,0
01,2020-S48,09,0
01,2020-S49,09,0
01,2020-S50,09,0
01,2020-S51,09,0
01,2020-S52,09,0
01,2020-S53,09,0
01,2021-S01,09,0
01,2021-S02,09,0
01,2021-S03,09,0
01,2021-S04,09,0
01,2021-S05,09,0
01,2021-S06,09,0
01,2021-S07,09,0
01,2021-S08,09,0
01,2021-S09,09,0
01,2021-S10,09,0
01,2021-S11,09,0
01,2021-S12,09,1
01,2021-S13,09,0
01,2021-S14,09,1
01,2021-S15,09,0
01,2021-S16,09,2
01,2021-S17,09,0
01,2021-S18,09,0
01,2021-S19,09,2
01,2021-S20,09,0
01,2021-S21,09,0
01,2021-S22,09,0
01,2021-S23,09,0
01,2021-S24,09,0
01,2021-S25,09,0
01,2021-S26,09,0
01,2021-S27,09,0
01,2021-S28,09,0
01,2021-S29,09,3
01,2021-S30,09,2
01,2021-S31,09,7
01,2021-S32,09,7
01,2021-S33,09,3
01,2021-S34,09,4
01,2021-S35,09,5
01,2021-S36,09,1
01,2021-S37,09,1
01,2021-S38,09,0
01,2021-S39,09,0
01,2021-S40,09,0
01,2021-S41,09,0
01,2021-S42,09,0
01,2021-S43,09,0
01,2021-S44,09,0
01,2021-S45,09,0
01,2021-S46,09,0
01,2021-S47,09,0
01,2021-S48,09,0
01,2021-S49,09,0
01,2021-S50,09,0
01,2021-S51,09,1
01,2021-S52,09,1
01,2022-S01,09,9
01,2020-S09,19,0
01,2020-S10,19,0
01,2020-S11,19,0
01,2020-S12,19,0
01,2020-S13,19,0
01,2020-S14,19,0
01,2020-S15,19,1
01,2020-S16,19,0
01,2020-S17,19,0
01,2020-S18,19,0
01,2020-S19,19,0
01,2020-S20,19,0
01,2020-S21,19,0
01,2020-S22,19,0
01,2020-S23,19,0
01,2020-S24,19,0
01,2020-S25,19,0
01,2020-S26,19,0
01,2020-S27,19,0
01,2020-S28,19,0
01,2020-S29,19,0
01,2020-S30,19,0
01,2020-S31,19,0
01,2020-S32,19,0
01,2020-S33,19,0
01,2020-S34,19,0
01,2020-S35,19,0
01,2020-S36,19,0
01,2020-S37,19,0
01,2020-S38,19,0
01,2020-S39,19,1
01,2020-S40,19,0
01,2020-S41,19,2
01,2020-S42,19,1
01,2020-S43,19,0
01,2020-S44,19,2
01,2020-S45,19,1
01,2020-S46,19,0
01,2020-S47,19,0
01,2020-S48,19,0
01,2020-S49,19,0
01,2020-S50,19,0
01,2020-S51,19,0
01,2020-S52,19,0
01,2020-S53,19,0
01,2021-S01,19,0
01,2021-S02,19,0
01,2021-S03,19,0
01,2021-S04,19,0
01,2021-S05,19,0
01,2021-S06,19,0
01,2021-S07,19,0
01,2021-S08,19,0
01,2021-S09,19,0
01,2021-S10,19,0
01,2021-S11,19,1
01,2021-S12,19,0
01,2021-S13,19,1
01,2021-S14,19,0
01,2021-S15,19,0
01,2021-S16,19,1
01,2021-S17,19,0
01,2021-S18,19,0
01,2021-S19,19,0
01,2021-S20,19,1
01,2021-S21,19,0
01,2021-S22,19,0
01,2021-S23,19,0
01,2021-S24,19,0
01,2021-S25,19,0
01,2021-S26,19,0
01,2021-S27,19,0
01,2021-S28,19,0
01,2021-S29,19,1
01,2021-S30,19,1
01,2021-S31,19,10
01,2021-S32,19,6
01,2021-S33,19,4
01,2021-S34,19,8
01,2021-S35,19,5
01,2021-S36,19,3
01,2021-S37,19,2
01,2021-S38,19,2
01,2021-S39,19,0
01,2021-S40,19,0
01,2021-S41,19,0
01,2021-S42,19,0
01,2021-S43,19,0
01,2021-S44,19,0
01,2021-S45,19,0
01,2021-S46,19,0
01,2021-S47,19,0
01,2021-S48,19,0
01,2021-S49,19,0
01,2021-S50,19,0
01,2021-S51,19,0
01,2021-S52,19,1
01,2022-S01,19,1
01,2020-S09,29,0
01,2020-S10,29,0
01,2020-S11,29,0
01,2020-S12,29,0
01,2020-S13,29,0
01,2020-S14,29,1
01,2020-S15,29,0
01,2020-S16,29,0
01,2020-S17,29,0
01,2020-S18,29,0
01,2020-S19,29,0
01,2020-S20,29,0
01,2020-S21,29,0
01,2020-S22,29,0
01,2020-S23,29,0
01,2020-S24,29,0
01,2020-S25,29,0
01,2020-S26,29,0
01,2020-S27,29,0
01,2020-S28,29,0
01,2020-S29,29,0
01,2020-S30,29,0
01,2020-S31,29,0
01,2020-S32,29,0
01,2020-S33,29,0
01,2020-S34,29,0
01,2020-S35,29,2
01,2020-S36,29,2
01,2020-S37,29,0
01,2020-S38,29,2
01,2020-S39,29,1
01,2020-S40,29,0
01,2020-S41,29,3
01,2020-S42,29,1
01,2020-S43,29,2
01,2020-S44,29,0
01,2020-S45,29,0
01,2020-S46,29,1
01,2020-S47,29,0
01,2020-S48,29,1
01,2020-S49,29,0
01,2020-S50,29,0
01,2020-S51,29,1
01,2020-S52,29,0
01,2020-S53,29,0
01,2021-S01,29,1
01,2021-S02,29,1
01,2021-S03,29,0
01,2021-S04,29,0
01,2021-S05,29,2
01,2021-S06,29,0
01,2021-S07,29,0
01,2021-S08,29,0
01,2021-S09,29,0
01,2021-S10,29,0
01,2021-S11,29,1
01,2021-S12,29,0
01,2021-S13,29,0
01,2021-S14,29,0
01,2021-S15,29,0
01,2021-S16,29,2
01,2021-S17,29,1
01,2021-S18,29,0
01,2021-S19,29,3
01,2021-S20,29,1
01,2021-S21,29,0
01,2021-S22,29,1
01,2021-S23,29,0
01,2021-S24,29,0
01,2021-S25,29,1
01,2021-S26,29,1
01,2021-S27,29,2
01,2021-S28,29,1
01,2021-S29,29,5
01,2021-S30,29,4
01,2021-S31,29,11
01,2021-S32,29,17
01,2021-S33,29,16
01,2021-S34,29,12
01,2021-S35,29,11
01,2021-S36,29,10
01,2021-S37,29,4
01,2021-S38,29,1
01,2021-S39,29,1
01,2021-S40,29,1
01,2021-S41,29,1
01,2021-S42,29,0
01,2021-S43,29,2
01,2021-S44,29,0
01,2021-S45,29,1
01,2021-S46,29,0
01,2021-S47,29,0
01,2021-S48,29,0
01,2021-S49,29,0
01,2021-S50,29,0
01,2021-S51,29,0
01,2021-S52,29,1
01,2022-S01,29,8
01,2020-S09,39,0
01,2020-S10,39,0
01,2020-S11,39,0
01,2020-S12,39,3
01,2020-S13,39,2
01,2020-S14,39,1
01,2020-S15,39,0
01,2020-S16,39,0
01,2020-S17,39,0
01,2020-S18,39,0
01,2020-S19,39,0
01,2020-S20,39,0
01,2020-S21,39,0
01,2020-S22,39,0
01,2020-S23,39,0
01,2020-S24,39,0
01,2020-S25,39,0
01,2020-S26,39,1
01,2020-S27,39,0
01,2020-S28,39,0
01,2020-S29,39,0
01,2020-S30,39,0
01,2020-S31,39,0
01,2020-S32,39,0
01,2020-S33,39,1
01,2020-S34,39,4
01,2020-S35,39,1
01,2020-S36,39,4
01,2020-S37,39,7
01,2020-S38,39,5
01,2020-S39,39,7
01,2020-S40,39,5
01,2020-S41,39,4
01,2020-S42,39,2
01,2020-S43,39,4
01,2020-S44,39,3
01,2020-S45,39,4
01,2020-S46,39,3
01,2020-S47,39,1
01,2020-S48,39,1
01,2020-S49,39,0
01,2020-S50,39,1
01,2020-S51,39,0
01,2020-S52,39,0
01,2020-S53,39,1
01,2021-S01,39,1
01,2021-S02,39,1
01,2021-S03,39,1
01,2021-S04,39,0
01,2021-S05,39,1
01,2021-S06,39,1
01,2021-S07,39,2
01,2021-S08,39,1
01,2021-S09,39,0
01,2021-S10,39,0
01,2021-S11,39,1
01,2021-S12,39,3
01,2021-S13,39,2
01,2021-S14,39,1
01,2021-S15,39,4
01,2021-S16,39,2
01,2021-S17,39,5
01,2021-S18,39,3
01,2021-S19,39,2
01,2021-S20,39,1
01,2021-S21,39,3
01,2021-S22,39,5
01,2021-S23,39,4
01,2021-S24,39,1
01,2021-S25,39,0
01,2021-S26,39,1
01,2021-S27,39,0
01,2021-S28,39,3
01,2021-S29,39,3
01,2021-S30,39,15
01,2021-S31,39,12
01,2021-S32,39,43
01,2021-S33,39,26
01,2021-S34,39,24
01,2021-S35,39,15
01,2021-S36,39,7
01,2021-S37,39,8
01,2021-S38,39,0
01,2021-S39,39,3
01,2021-S40,39,3
01,2021-S41,39,2
01,2021-S42,39,0
01,2021-S43,39,0
01,2021-S44,39,0
01,2021-S45,39,2
01,2021-S46,39,1
01,2021-S47,39,1
01,2021-S48,39,0
01,2021-S49,39,0
01,2021-S50,39,1
01,2021-S51,39,2
01,2021-S52,39,1
01,2022-S01,39,9
01,2020-S09,49,0
01,2020-S10,49,0
01,2020-S11,49,0
01,2020-S12,49,1
01,2020-S13,49,4
01,2020-S14,49,5
01,2020-S15,49,1
01,2020-S16,49,0
01,2020-S17,49,0
01,2020-S18,49,0
01,2020-S19,49,0
01,2020-S20,49,0
01,2020-S21,49,0
01,2020-S22,49,0
01,2020-S23,49,0
01,2020-S24,49,0
01,2020-S25,49,0
01,2020-S26,49,0
01,2020-S27,49,0
01,2020-S28,49,1
01,2020-S29,49,0
01,2020-S30,49,0
01,2020-S31,49,0
01,2020-S32,49,1
01,2020-S33,49,1
01,2020-S34,49,4
01,2020-S35,49,4
01,2020-S36,49,17
01,2020-S37,49,14
01,2020-S38,49,12
01,2020-S39,49,12
01,2020-S40,49,9
01,2020-S41,49,8
01,2020-S42,49,2
01,2020-S43,49,3
01,2020-S44,49,6
01,2020-S45,49,3
01,2020-S46,49,3
01,2020-S47,49,0
01,2020-S48,49,1
01,2020-S49,49,1
01,2020-S50,49,0
01,2020-S51,49,1
01,2020-S52,49,1
01,2020-S53,49,0
01,2021-S01,49,0
01,2021-S02,49,1
01,2021-S03,49,0
01,2021-S04,49,0
01,2021-S05,49,1
01,2021-S06,49,2
01,2021-S07,49,3
01,2021-S08,49,0
01,2021-S09,49,1
01,2021-S10,49,5
01,2021-S11,49,1
01,2021-S12,49,5
01,2021-S13,49,4
01,2021-S14,49,4
01,2021-S15,49,9
01,2021-S16,49,8
01,2021-S17,49,16
01,2021-S18,49,5
01,2021-S19,49,4
01,2021-S20,49,7
01,2021-S21,49,5
01,2021-S22,49,8
01,2021-S23,49,4
01,2021-S24,49,2
01,2021-S25,49,2
01,2021-S26,49,2
01,2021-S27,49,1
01,2021-S28,49,6
01,2021-S29,49,2
01,2021-S30,49,11
01,2021-S31,49,22
01,2021-S32,49,52
01,2021-S33,49,47
01,2021-S34,49,30
01,2021-S35,49,27
01,2021-S36,49,15
01,2021-S37,49,10
01,2021-S38,49,2
01,2021-S39,49,5
01,2021-S40,49,4
01,2021-S41,49,2
01,2021-S42,49,0
01,2021-S43,49,1
01,2021-S44,49,1
01,2021-S45,49,6
01,2021-S46,49,2
01,2021-S47,49,2
01,2021-S48,49,2
01,2021-S49,49,1
01,2021-S50,49,0
01,2021-S51,49,5
01,2021-S52,49,2
01,2022-S01,49,7
01,2020-S09,59,0
01,2020-S10,59,0
01,2020-S11,59,1
01,2020-S12,59,6
01,2020-S13,59,9
01,2020-S14,59,5
01,2020-S15,59,5
01,2020-S16,59,0
01,2020-S17,59,0
01,2020-S18,59,0
01,2020-S19,59,0
01,2020-S20,59,0
01,2020-S21,59,0
01,2020-S22,59,1
01,2020-S23,59,0
01,2020-S24,59,0
01,2020-S25,59,0
01,2020-S26,59,0
01,2020-S27,59,0
01,2020-S28,59,0
01,2020-S29,59,0
01,2020-S30,59,0
01,2020-S31,59,0
01,2020-S32,59,0
01,2020-S33,59,1
01,2020-S34,59,4
01,2020-S35,59,6
01,2020-S36,59,18
01,2020-S37,59,13
01,2020-S38,59,22
01,2020-S39,59,14
01,2020-S40,59,16
01,2020-S41,59,12
01,2020-S42,59,8
01,2020-S43,59,6
01,2020-S44,59,4
01,2020-S45,59,4
01,2020-S46,59,4
01,2020-S47,59,0
01,2020-S48,59,1
01,2020-S49,59,2
01,2020-S50,59,2
01,2020-S51,59,0
01,2020-S52,59,1
01,2020-S53,59,0
01,2021-S01,59,1
01,2021-S02,59,1
01,2021-S03,59,3
01,2021-S04,59,2
01,2021-S05,59,2
01,2021-S06,59,2
01,2021-S07,59,3
01,2021-S08,59,3
01,2021-S09,59,2
01,2021-S10,59,6
01,2021-S11,59,5
01,2021-S12,59,8
01,2021-S13,59,6
01,2021-S14,59,12
01,2021-S15,59,13
01,2021-S16,59,15
01,2021-S17,59,21
01,2021-S18,59,9
01,2021-S19,59,10
01,2021-S20,59,13
01,2021-S21,59,3
01,2021-S22,59,11
01,2021-S23,59,7
01,2021-S24,59,3
01,2021-S25,59,8
01,2021-S26,59,5
01,2021-S27,59,6
01,2021-S28,59,6
01,2021-S29,59,8
01,2021-S30,59,15
01,2021-S31,59,41
01,2021-S32,59,86
01,2021-S33,59,87
01,2021-S34,59,65
01,2021-S35,59,53
01,2021-S36,59,19
01,2021-S37,59,19
01,2021-S38,59,7
01,2021-S39,59,7
01,2021-S40,59,3
01,2021-S41,59,3
01,2021-S42,59,6
01,2021-S43,59,2
01,2021-S44,59,4
01,2021-S45,59,4
01,2021-S46,59,2
01,2021-S47,59,0
01,2021-S48,59,4
01,2021-S49,59,0
01,2021-S50,59,5
01,2021-S51,59,2
01,2021-S52,59,3
01,2022-S01,59,6
01,2020-S09,69,0
01,2020-S10,69,0
01,2020-S11,69,2
01,2020-S12,69,6
01,2020-S13,69,16
01,2020-S14,69,8
01,2020-S15,69,5
01,2020-S16,69,0
01,2020-S17,69,1
01,2020-S18,69,0
01,2020-S19,69,0
01,2020-S20,69,0
01,2020-S21,69,0
01,2020-S22,69,0
01,2020-S23,69,0
01,2020-S24,69,0
01,2020-S25,69,0
01,2020-S26,69,2
01,2020-S27,69,0
01,2020-S28,69,1
01,2020-S29,69,0
01,2020-S30,69,0
01,2020-S31,69,0
01,2020-S32,69,1
01,2020-S33,69,0
01,2020-S34,69,2
01,2020-S35,69,4
01,2020-S36,69,10
01,2020-S37,69,29
01,2020-S38,69,24
01,2020-S39,69,30
01,2020-S40,69,36
01,2020-S41,69,15
01,2020-S42,69,11
01,2020-S43,69,9
01,2020-S44,69,10
01,2020-S45,69,8
01,2020-S46,69,3
01,2020-S47,69,3
01,2020-S48,69,2
01,2020-S49,69,2
01,2020-S50,69,2
01,2020-S51,69,2
01,2020-S52,69,2
01,2020-S53,69,1
01,2021-S01,69,0
01,2021-S02,69,4
01,2021-S03,69,3
01,2021-S04,69,2
01,2021-S05,69,3
01,2021-S06,69,6
01,2021-S07,69,6
01,2021-S08,69,7
01,2021-S09,69,6
01,2021-S10,69,10
01,2021-S11,69,10
01,2021-S12,69,4
01,2021-S13,69,9
01,2021-S14,69,12
01,2021-S15,69,25
01,2021-S16,69,18
01,2021-S17,69,15
01,2021-S18,69,19
01,2021-S19,69,9
01,2021-S20,69,20
01,2021-S21,69,16
01,2021-S22,69,11
01,2021-S23,69,6
01,2021-S24,69,4
01,2021-S25,69,5
01,2021-S26,69,5
01,2021-S27,69,5
01,2021-S28,69,9
01,2021-S29,69,11
01,2021-S30,69,24
01,2021-S31,69,40
01,2021-S32,69,72
01,2021-S33,69,117
01,2021-S34,69,86
01,2021-S35,69,58
01,2021-S36,69,22
01,2021-S37,69,17
01,2021-S38,69,9
01,2021-S39,69,6
01,2021-S40,69,4
01,2021-S41,69,5
01,2021-S42,69,3
01,2021-S43,69,1
01,2021-S44,69,5
01,2021-S45,69,1
01,2021-S46,69,2
01,2021-S47,69,3
01,2021-S48,69,3
01,2021-S49,69,1
01,2021-S50,69,1
01,2021-S51,69,0
01,2021-S52,69,6
01,2022-S01,69,9
01,2020-S09,79,0
01,2020-S10,79,0
01,2020-S11,79,0
01,2020-S12,79,4
01,2020-S13,79,4
01,2020-S14,79,6
01,2020-S15,79,6
01,2020-S16,79,1
01,2020-S17,79,0
01,2020-S18,79,0
01,2020-S19,79,0
01,2020-S20,79,2
01,2020-S21,79,0
01,2020-S22,79,0
01,2020-S23,79,0
01,2020-S24,79,0
01,2020-S25,79,0
01,2020-S26,79,1
01,2020-S27,79,0
01,2020-S28,79,0
01,2020-S29,79,0
01,2020-S30,79,0
01,2020-S31,79,0
01,2020-S32,79,0
01,2020-S33,79,1
01,2020-S34,79,2
01,2020-S35,79,10
01,2020-S36,79,7
01,2020-S37,79,15
01,2020-S38,79,21
01,2020-S39,79,31
01,2020-S40,79,23
01,2020-S41,79,16
01,2020-S42,79,19
01,2020-S43,79,6
01,2020-S44,79,9
01,2020-S45,79,6
01,2020-S46,79,7
01,2020-S47,79,0
01,2020-S48,79,0
01,2020-S49,79,1
01,2020-S50,79,1
01,2020-S51,79,1
01,2020-S52,79,0
01,2020-S53,79,0
01,2021-S01,79,3
01,2021-S02,79,3
01,2021-S03,79,4
01,2021-S04,79,2
01,2021-S05,79,4
01,2021-S06,79,1
01,2021-S07,79,6
01,2021-S08,79,3
01,2021-S09,79,6
01,2021-S10,79,8
01,2021-S11,79,4
01,2021-S12,79,4
01,2021-S13,79,3
01,2021-S14,79,10
01,2021-S15,79,17
01,2021-S16,79,13
01,2021-S17,79,15
01,2021-S18,79,9
01,2021-S19,79,8
01,2021-S20,79,10
01,2021-S21,79,4
01,2021-S22,79,10
01,2021-S23,79,4
01,2021-S24,79,9
01,2021-S25,79,5
01,2021-S26,79,16
01,2021-S27,79,8
01,2021-S28,79,8
01,2021-S29,79,9
01,2021-S30,79,13
01,2021-S31,79,28
01,2021-S32,79,72
01,2021-S33,79,78
01,2021-S34,79,79
01,2021-S35,79,59
01,2021-S36,79,26
01,2021-S37,79,16
01,2021-S38,79,16
01,2021-S39,79,4
01,2021-S40,79,3
01,2021-S41,79,4
01,2021-S42,79,2
01,2021-S43,79,2
01,2021-S44,79,1
01,2021-S45,79,2
01,2021-S46,79,1
01,2021-S47,79,0
01,2021-S48,79,2
01,2021-S49,79,1
01,2021-S50,79,4
01,2021-S51,79,2
01,2021-S52,79,2
01,2022-S01,79,11
01,2020-S09,89,0
01,2020-S10,89,0
01,2020-S11,89,0
01,2020-S12,89,6
01,2020-S13,89,8
01,2020-S14,89,4
01,2020-S15,89,2
01,2020-S16,89,0
01,2020-S17,89,1
01,2020-S18,89,0
01,2020-S19,89,0
01,2020-S20,89,0
01,2020-S21,89,0
01,2020-S22,89,0
01,2020-S23,89,0
01,2020-S24,89,0
01,2020-S25,89,0
01,2020-S26,89,0
01,2020-S27,89,0
01,2020-S28,89,0
01,2020-S29,89,0
01,2020-S30,89,0
01,2020-S31,89,0
01,2020-S32,89,0
01,2020-S33,89,2
01,2020-S34,89,1
01,2020-S35,89,2
01,2020-S36,89,9
01,2020-S37,89,9
01,2020-S38,89,18
01,2020-S39,89,25
01,2020-S40,89,16
01,2020-S41,89,19
01,2020-S42,89,9
01,2020-S43,89,4
01,2020-S44,89,5
01,2020-S45,89,3
01,2020-S46,89,2
01,2020-S47,89,1
01,2020-S48,89,0
01,2020-S49,89,0
01,2020-S50,89,0
01,2020-S51,89,1
01,2020-S52,89,0
01,2020-S53,89,1
01,2021-S01,89,0
01,2021-S02,89,3
01,2021-S03,89,0
01,2021-S04,89,1
01,2021-S05,89,1
01,2021-S06,89,3
01,2021-S07,89,1
01,2021-S08,89,6
01,2021-S09,89,3
01,2021-S10,89,3
01,2021-S11,89,2
01,2021-S12,89,6
01,2021-S13,89,7
01,2021-S14,89,12
01,2021-S15,89,6
01,2021-S16,89,8
01,2021-S17,89,14
01,2021-S18,89,7
01,2021-S19,89,9
01,2021-S20,89,4
01,2021-S21,89,8
01,2021-S22,89,3
01,2021-S23,89,2
01,2021-S24,89,5
01,2021-S25,89,3
01,2021-S26,89,9
01,2021-S27,89,2
01,2021-S28,89,2
01,2021-S29,89,5
01,2021-S30,89,17
01,2021-S31,89,20
01,2021-S32,89,33
01,2021-S33,89,34
01,2021-S34,89,51
01,2021-S35,89,29
01,2021-S36,89,20
01,2021-S37,89,17
01,2021-S38,89,12
01,2021-S39,89,3
01,2021-S40,89,1
01,2021-S41,89,4
01,2021-S42,89,1
01,2021-S43,89,0
01,2021-S44,89,4
01,2021-S45,89,2
01,2021-S46,89,3
01,2021-S47,89,2
01,2021-S48,89,1
01,2021-S49,89,2
01,2021-S50,89,1
01,2021-S51,89,1
01,2021-S52,89,2
01,2022-S01,89,10
01,2020-S09,90,0
01,2020-S10,90,0
01,2020-S11,90,0
01,2020-S12,90,0
01,2020-S13,90,0
01,2020-S14,90,0
01,2020-S15,90,0
01,2020-S16,90,0
01,2020-S17,90,0
01,2020-S18,90,0
01,2020-S19,90,0
01,2020-S20,90,0
01,2020-S21,90,0
01,2020-S22,90,0
01,2020-S23,90,0
01,2020-S24,90,0
01,2020-S25,90,0
01,2020-S26,90,0
01,2020-S27,90,0
01,2020-S28,90,0
01,2020-S29,90,0
01,2020-S30,90,0
01,2020-S31,90,0
01,2020-S32,90,0
01,2020-S33,90,0
01,2020-S34,90,0
01,2020-S35,90,0
01,2020-S36,90,0
01,2020-S37,90,1
01,2020-S38,90,5
01,2020-S39,90,4
01,2020-S40,90,10
01,2020-S41,90,7
01,2020-S42,90,1
01,2020-S43,90,2
01,2020-S44,90,1
01,2020-S45,90,1
01,2020-S46,90,1
01,2020-S47,90,0
01,2020-S48,90,0
01,2020-S49,90,0
01,2020-S50,90,0
01,2020-S51,90,0
01,2020-S52,90,0
01,2020-S53,90,0
01,2021-S01,90,1
01,2021-S02,90,1
01,2021-S03,90,0
01,2021-S04,90,0
01,2021-S05,90,0
01,2021-S06,90,0
01,2021-S07,90,0
01,2021-S08,90,2
01,2021-S09,90,0
01,2021-S10,90,0
01,2021-S11,90,1
01,2021-S12,90,1
01,2021-S13,90,2
01,2021-S14,90,2
01,2021-S15,90,1
01,2021-S16,90,4
01,2021-S17,90,4
01,2021-S18,90,0
01,2021-S19,90,2
01,2021-S20,90,1
01,2021-S21,90,2
01,2021-S22,90,1
01,2021-S23,90,0
01,2021-S24,90,2
01,2021-S25,90,1
01,2021-S26,90,4
01,2021-S27,90,2
01,2021-S28,90,0
01,2021-S29,90,2
01,2021-S30,90,2
01,2021-S31,90,5
01,2021-S32,90,6
01,2021-S33,90,7
01,2021-S34,90,13
01,2021-S35,90,7
01,2021-S36,90,6
01,2021-S37,90,5
01,2021-S38,90,1
01,2021-S39,90,1
01,2021-S40,90,1
01,2021-S41,90,1
01,2021-S42,90,0
01,2021-S43,90,0
01,2021-S44,90,1
01,2021-S45,90,1
01,2021-S46,90,0
01,2021-S47,90,0
01,2021-S48,90,0
01,2021-S49,90,0
01,2021-S50,90,0
01,2021-S51,90,1
01,2021-S52,90,0
01,2022-S01,90,6
